A2_District	gender resp	age	Head_Household	educ	HH women	HH girls	HH men	HH boys	girls_school	boys_school	marital	residency	income	employment	income_source	A15 CFW	A15 Unconditional cash transfer	A15 Water supply	A15 Training	A15 Hygiene education	A15  Improved sanitation	A15 Agricultural support	A15 GBV support	disabled	disabled_HH	received_cash	persone_sick	B1_own_land	B1_AcresOwned	B3 Maize	B3 Beans	B3 Tomatoes	B3 other	B4 Maize_seeds	B4 Beans_seeds	B4 tomatoes_seeds	B4 other_seeds	B5 Maize_source	B5 Beans_Source	B5 tomatoes_source	B5 Other_source	B7 MaizeAcres	B7 Acres Beans	B7 Acres Tomatoes	B7 Acres Other	B8 MaizeEnough	B8 BeansEnough	B8 tomatoEnough	B8 OtherEnough	B9 Maize_fert	B9 Beans_fert	B9 Tom_fert	B9 other_fert	B15 Maize_fert_AVSI	B15 Bean_fert_AVSI	B15 tomatoes_fert_AVSI	B15 Other_fert_AVSI	B19 Modern agricultural practices	B19 Harvesting and post-harvesting handling	B19 Use of agricultural inputs	B19 Fertilizer application	B19 Soil erosion control	B19 Pest management	B19 Other training	B20_AVSI_equip	Equipment received	B25_FishFarm	C1_AVSI_CFW	D1_received_CT	E1_MainsourceWaterDry	E1_MainsourceWaterRainy	E3_Time_Water_Rainy	E4_Time_Water_Dry	E5_liters_per_day	E6_Boreholes_village	dry jan	dry feb	dry mar	dry apr	dry may	dry jun	dry jul	dry aug	dry sep	dry oct	dry nov	dry dec	E7_Water_treatment_kits	E9_sanitation	E10_people_per_toil	E11_latrines_proj	E12_Women_men_sep	E13_School_toil	E14_Toil_solar	latrines_OK	E15 Before preparing meals	E15 Before serving food	E15 Before eating	E15 Before feeding a baby	E15 After cleaning the baby of the feaces	E15 After using the toilet	E15 After handling garbage	E15 After playing with children	E16_Handwahs_why	E17_wash_with_what	E18_used_toil_lasttime	E19_covidTraning	E20 Jerry can	E20 Soap	E20 towel	E20 Underwear	E20 Nail cutter/clipper	E20 Comb	E21_heard_radio_Hygmess	E22_WasteManagement	feedback_text	category	A3_Village	girls_school_%	boys_school_%	gender HHH	age HHH	HH Total	income_per_member
Kismayo	Male	43	Yes	Some Primary	1	3	1	2	1	1	Married	IDP	100	Self-employed	Aid	Yes	No	No	No	No	No	Yes	Yes	No	No	No	Yes	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	No	Yes	No	Yes	No	No	0	No	No	No	Unprotected dug well	Unprotected dug well	100	130	30	1	No	No	No	No	Yes	No	No	No	No	No	No	No	No	Pit latrine	13	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.3333333333333333	0.5	Male	43	7	14.285714285714286
Kismayo	Female	45	Yes	No education	1	2	0	3	2	3	Widower	IDP	100	Unemployed	Livestock	No	No	No	No	No	No	No	No	Yes	No	No	No	Yes	2.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0.1	0.1	0.1	0.0	No	No	No	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Tanker-truck	Tanker-truck	0	0	100	0	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	10	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	Yes	Yes	"AVSI has taken photos from me and informed me that they will provide me donkey and its cart but did not provide me with the donkey. However, I have received animal treatment for 20 heads of animals. 


FR view: This beneficiary is included in the list of "" Supply of donkeys with a cart for the transport of agricultural products"""	Supply of donkeys with a cart for the transport of agricultural products	Istanbul	1.0	1.0	Female	45	6	16.666666666666668
Kismayo	Female	27	No	Some Primary	1	2	1	2	1	1	Married	IDP	100	Self-employed	Aid	No	No	No	No	No	Yes	Yes	Yes	No	No	Yes	Yes	No	0.0				0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	No	No	No	No	No	Yes	No	No	0	No	No	No	Unprotected dug well	Unprotected dug well	120	120	20	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	0	Yes	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	QamQam	0.5	0.5	Male	30	6	16.666666666666668
Kismayo	Male	59	Yes	No education	1	2	1	6	2	4	Married	IDP	150	Unemployed	Land cultivation	No	No	No	No	No	No	No	No	No	No	No	No	Yes	1.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0.1	0.1	0.1	0.0	No	No	No	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Rainwater collection	15	60	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	No	Pit latrine	12	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes	No	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	Yes	Yes	"The beneficiary includes in the list of ""Supply of donkeys with a cart for the transport of agricultural products"". However, he confirmed that he did not receive donkeys with carts. The only support he received is the animal treatment. 5 animals were treated for him."	Supply of donkeys with a cart for the transport of agricultural products	Bulo Garsey	1.0	0.6666666666666666	Male	59	10	15.0
Kismayo	Female	47	No	Some Primary	2	2	1	4	1	2	Married	Host Community	150	Self-employed	Land cultivation	No	No	No	Yes	No	Yes	Yes	Yes	No	Yes	No	Yes	Yes	600.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	2.0	2.0	2.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	No	No	No	No	Yes	No	Yes	Farming kits and Supply of pesticide and multi vitamins treatments for farm animals	No	No	No	Unprotected dug well	Unprotected dug well	120	120	30	1	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Pit latrine	12	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Yontoy	0.5	0.5	Male	50	9	16.666666666666668
Kismayo	Male	29	Yes	Some Primary	1	3	1	2	1	1	Married	Host Community	135	Self-employed	Land cultivation	No	No	No	Yes	No	Yes	Yes	No	No	No	Yes	Yes	Yes	7.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	3.0	2.0	2.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	No	No	No	No	Yes	No	Yes	Pesticides and farming tools	No	No	No	Unprotected dug well	Unprotected dug well	120	120	30	1	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Pit latrine	7	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Haji Weyne	0.3333333333333333	0.5	Male	29	7	19.285714285714285
Kismayo	Male	36	Yes	Completed primary	1	1	1	2	1	1	Married	IDP	150	Unemployed	Casual employment	No	No	No	No	No	No	No	No	No	No	No	No	Yes	4.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	0.2	0.2	0.2	0.0	No	No	No	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Rainwater collection	10	60	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Pit latrine	12	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	Yes	Yes	"The beneficiary is in the list of ""Supply of donkeys with a cart for the transport of agricultural products"" The beneficiary confirmed that he's in charge of a donkey and cart given to the community in the village."	Supply of donkeys with a cart for the transport of agricultural products	Bulo Garsey	1.0	0.5	Male	36	5	30.0
Kismayo	Male	32	Yes	Completed primary	1	4	1	2	3	2	Married	Host Community	150	Unemployed	Land cultivation	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	4.0	Yes	Yes	Yes	Saseme	Improved	Improved	Improved	Improved	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	0.1	0.1	0.1	0.1	No	No	No	No	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0	0	0	No	No	No	No	No	No	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Rainwater collection	10	30	80	3	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Pit latrine	10	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	No	"The respondent is in the list of ""Supply of donkeys with a cart for the transport of agricultural products"". He was among 10 people in the village who were responsible for 4 donkeys with carts provided to the village."	Supply of donkeys with a cart for the transport of agricultural products	Bulo Gaduud 	0.75	1.0	Male	32	8	18.75
Kismayo	Female	60	No	Some Primary	2	3	1	2	1	2	Married	Host Community	120	Self-employed	Land cultivation	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	8.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	2.0	2.0	2.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	No	Yes	No	Yes	No	Yes	Farming tools and Supply of pesticide and multi vitamins treatments for farm animals	No	No	No	Unprotected dug well	Unprotected dug well	120	120	40	1	No	No	No	No	No	No	No	No	Yes	Yes	No	No	No	Pit latrine	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Gobweyn	0.3333333333333333	1.0	Male	60	8	15.0
Kismayo	Male	24	No	Completed primary	1	2	1	4	6	6	Single	Host Community	150	Self-employed	Small scale trade	No	No	No	No	No	No	Yes	No	No	No	No	No	Yes	40.0	Yes	Yes	Yes	Saseme	Improved	Improved	Improved	Improved	Received from AVSI	Received from AVSI	Given by relatives/friends	Received from AVSI	0.2	0.2	0.2	0.2	No	No	No	No	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	1	1	1	1	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Rainwater collection	10	60	80	3	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Pit latrine	10	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	Yes	Yes	"The beneficiary is in the list of ""Supply of donkeys with a cart for the transport of agricultural products""  He confirmed that he's a member of the committee in charge of 3 donkeys provided to the village. One donkey has died."	Supply of donkeys with a cart for the transport of agricultural products	Gobweyn	3.0	1.5	Male	60	8	18.75
Kismayo	Male	58	Yes	Completed primary	1	5	1	3	1	2	Married	IDP	150	Unemployed	Land cultivation	No	No	No	No	No	No	No	No	No	No	No	No	Yes	8.0	Yes	Yes	Yes	Saseme	Improved	Improved	Improved	Improved	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	0.2	0.2	0.2	0.2	No	No	No	No	Received from AVSI	Received from AVSI	Received from AVSI	Received from AVSI	2	2	2	2	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	"1. Fork
2. Shovel 
3. Ax
4. Hoe"	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Rainwater collection	10	30	100	1	Yes	No	No	No	No	No	No	No	No	No	No	No	Yes	Pit latrine	15	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	No	Yes	No	No	To reduces spread/ transmission of disease	With water and sand	Yes	Yes	No	No	No	No	No	No	Yes	No	The respondent is among the committee in charge of two donkeys with cart provided to the village ( Yontoy).	Supply of donkeys with a cart for the transport of agricultural products	Yontoy	0.2	0.6666666666666666	Male	58	10	15.0
Kismayo	Male	56	Yes	Some Primary	1	2	0	4	2	4	Widower	IDP	120	Self-employed	Land cultivation	No	No	No	No	No	No	Yes	Yes	No	No	No	No	Yes	12.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	0.0	0.0	0.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	Yes	No	Yes	No	No	0	No	No	No	Unprotected dug well	Unprotected dug well	120	120	40	1	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	No	No	Pit latrine	12	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Gobweyn	1.0	1.0	Male	56	7	17.142857142857142
Kismayo	Female	47	Yes	Some Primary	1	4	1	3	2	2	Married	IDP	130	Self-employed	Land cultivation	No	No	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	14.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	0.0	0.0	0.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	Yes	Yes	Yes	No	Yes	Farming tools and Supply of pesticide and multi vitamins treatments for farm animals	No	No	No	Unprotected dug well	Unprotected dug well	60	60	30	1	No	No	No	No	No	Yes	No	No	No	No	No	No	No	Pit latrine	9	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Daif	0.5	0.6666666666666666	Female	47	9	14.444444444444445
Kismayo	Female	46	No	No education	1	4	1	5	2	3	Married	IDP	150	Self-employed	Land cultivation	No	No	No	No	No	Yes	Yes	Yes	No	No	Yes	Yes	Yes	6.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	0.0	0.0	0.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	Yes	Yes	No	Yes	No	Yes	Farming tools and pesticides	No	No	No	Unprotected dug well	Unprotected dug well	60	130	30	1	No	No	No	No	Yes	No	No	No	No	No	No	No	No	Pit latrine	5	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.5	0.6	Male	50	11	13.636363636363637
Kismayo	Male	43	Yes	Some Primary	1	3	1	4	2	2	Married	Host Community	200	Self-employed	Land cultivation	No	No	No	Yes	No	Yes	Yes	Yes	No	Yes	No	No	Yes	5.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.0	1.0	1.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	Yes	Yes	Yes	Yes	Yes	Yes	No	Yes	Farming tools	No	No	No	Unprotected dug well	Unprotected dug well	150	150	40	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	0	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.6666666666666666	0.5	Male	43	9	22.22222222222222
Kismayo	Female	28	No	No education	1	3	2	2	0	0	Married	Returnee	70	Unemployed	Casual employment	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Yes	5.0	Yes	No	No	0	Improved	0	0	0	Received from AVSI	0	0	0	3.0	0.0	0.0	0.0	Yes	0	0	0	Received from AVSI	0	0	0	1	0	0	0	No	No	No	No	No	No	No	Yes	"AXE
HOE
SPADE"	No	No	No	Public tap/standpipe	Public tap/standpipe	30	20	80	0	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	Pit latrine	20	Yes	No	No	Yes	Yes	No	No	Yes	No	No	No	No	No	To be clean	With water and ash	Yes	Yes	No	No	No	No	No	No	Yes	No	0	Supply of pesticide and multi vitamins treatments for farm animals	QamQam	0.0	0.0	Male	33	8	8.75
Kismayo	Female	38	No	No education	2	2	1	1	1	0	Married	Host Community	80	Self-employed	Land cultivation	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Yes	3.0	Yes	No	No	0	Improved	0	0	0	Received from AVSI	0	0	0	3.0	0.0	0.0	0.0	Yes	0	0	0	Received from AVSI	0	0	0	1	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Public tap/standpipe	Public tap/standpipe	30	20	60	1	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	Pit latrine	18	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be healthy	With water and soap	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.5	0.0	Male	45	6	13.333333333333334
Kismayo	Male	40	Yes	No education	1	4	1	2	2	2	Married	Returnee	100	Self-employed	Casual employment	Yes	No	Yes	No	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	49.4211	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.23553	1.23553	1.23553	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	Yes	HAND SICKLE, SHOVEL & SPADE, AXE, PICKAXE and HOE	No	Yes	No	Protected dug well	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	30	60	100	1	Yes	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Yes	Pit latrine	10	No	No	Yes	No	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	No	To be healthy	With water and soap	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.5	1.0	Male	40	8	12.5
Kismayo	Male	39	Yes	No education	1	3	1	5	1	1	Married	Host Community	120	Unemployed	Casual employment	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Yes	2.0	Yes	No	No	0	Improved	0	0	0	Received from AVSI	0	0	0	2.0	0.0	0.0	0.0	Yes	0	0	0	Received from AVSI	0	0	0	1	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Public tap/standpipe	Public tap/standpipe	40	20	80	2	No	Yes	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	21	Yes	No	Yes	Yes	Yes	Yes	No	Yes	No	No	No	No	No	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.3333333333333333	0.2	Male	39	10	12.0
Kismayo	Male	50	Yes	No education	1	3	1	1	2	1	Married	Returnee	100	Self-employed	Casual employment	No	No	No	No	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	39.5369	No	Yes	No	0	0	Improved	0	0	0	Received from AVSI	0	0	0.0	1.23553	0.0	0.0	0	Yes	0	0	0	Received from AVSI	0	0	0	1	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Protected dug well	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	60	60	100	2	Yes	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Pit latrine	8	No	No	No	No	Yes	Yes	No	Yes	Yes	Yes	Yes	No	No	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	No	Yes	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.6666666666666666	1.0	Male	50	6	16.666666666666668
Kismayo	Female	23	No	No education	1	2	1	1	0	0	Married	Host Community	80	Unemployed	Casual employment	No	No	No	No	No	Yes	Yes	No	No	No	No	No	Yes	10.0	Yes	No	No	0	Improved	0	0	0	Received from AVSI	0	0	0	10.0	0.0	0.0	0.0	Yes	0	0	0	Received from AVSI	0	0	0	1	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Public tap/standpipe	Public tap/standpipe	20	40	80	2	No	No	Yes	Yes	No	No	No	No	No	No	No	No	No	Pit latrine	19	Yes	No	No	Yes	Yes	No	Yes	Yes	No	No	No	No	No	To be healthy	With water and ash	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.0	0.0	Male	28	5	16.0
Kismayo	Female	34	Yes	Some Primary	1	4	2	3	2	3	Married	Returnee	60	Self-employed	Casual employment	No	No	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	Yes	12.3553	No	Yes	Yes	0	0	Improved	Improved	0	0	Received from AVSI	Received from AVSI	0	0.0	1.23553	1.23553	0.0	0	Yes	Yes	0	0	Received from AVSI	Received from AVSI	0	0	1	1	0	No	No	No	No	No	No	No	Yes	HAND SICKLE, SHOVEL & SPADE, AXE, PICKAXE and HOE	No	No	No	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	60	120	100	2	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	Yes	Pit latrine	11	No	No	Yes	No	Yes	Yes	No	Yes	Yes	Yes	Yes	Yes	Yes	To reduces spread/ transmission of disease	With water and soap	Yes	Yes	No	Yes	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Haji Weyne	0.5	1.0	Female	34	10	6.0
Kismayo	Male	24	No	Some Primary	0	2	1	1	1	1	Single	Returnee	70	Self-employed	Land cultivation	No	No	No	No	Yes	Yes	No	Yes	No	No	No	No	Yes	2.47105	Yes	Yes	Yes	0	Recycled	Recycled	Recycled	0	Saved from own harvest	Saved from own harvest	Saved from own harvest	0	0.6177635	0.6177635	0.6177635	0.0	No	No	No	0	Given by relatives/friends	Given by relatives/friends	Given by relatives/friends	0	0	0	0	0	Yes	Yes	Yes	Yes	Yes	Yes	No	No	0	No	No	No	Tube well/borehole	Surface water (river, dam, lake, pond, stream, canal, irrigation channels)	30	60	70	2	Yes	No	No	No	No	No	No	No	No	No	Yes	Yes	No	Pit latrine	8	No	No	Yes	No	Yes	No	Yes	Yes	Yes	No	Yes	Yes	No	To be healthy	With water and soap	No	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.5	1.0	Male	24	4	17.5
Kismayo	Female	39	No	Vocational training	1	5	1	6	4	4	Married	IDP	120	Self-employed	Livestock	No	No	No	No	No	No	Yes	No	No	No	No	Yes	Yes	4.0	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	0.0	0.0	0.0	0.0	Yes	Yes	Yes	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	Yes	No	Yes	No	Yes	Animal treatments and farming tools	No	No	No	Unprotected dug well	Unprotected dug well	120	120	30	1	No	No	Yes	No	No	No	No	No	No	No	No	No	No	Pit latrine	7	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To be clean	Water alone	No	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	QamQam	0.8	0.6666666666666666	Male	43	13	9.23076923076923
Kismayo	Male	39	Yes	No education	1	2	2	4	0	0	Married	Host Community	135	Unemployed	Casual employment	No	No	No	No	Yes	Yes	Yes	No	No	No	No	No	Yes	9.0	Yes	No	No	0	Improved	0	0	0	Received from AVSI	0	0	0	9.0	0.0	0.0	0.0	Yes	0	0	0	Received from AVSI	0	0	0	1	0	0	0	No	No	No	No	No	No	No	No	0	No	No	No	Public tap/standpipe	Public tap/standpipe	45	20	70	0	No	No	No	Yes	No	No	No	No	No	No	No	No	No	Pit latrine	19	Yes	No	No	No	Yes	No	Yes	Yes	No	No	No	No	No	To be clean	With water and ash	Yes	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Haji Weyne	0.0	0.0	Male	39	9	15.0
Kismayo	Male	49	Yes	Some Primary	2	1	0	1	0	0	Divorced	Host Community	70	Self-employed	Land cultivation	No	No	No	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	Yes	7.41316	Yes	Yes	Yes	0	Improved	Improved	Improved	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1.23553	1.23553	1.23553	0.0	No	No	No	0	Received from AVSI	Received from AVSI	Received from AVSI	0	1	1	1	0	No	No	No	No	No	No	No	No	0	No	No	No	Tube well/borehole	Tube well/borehole	30	30	60	2	No	No	No	No	No	No	No	No	Yes	No	Yes	Yes	No	Bush (in the open place)	0	No	No	Yes	No	No	No	Yes	Yes	Yes	Yes	Yes	Yes	Yes	To reduces spread/ transmission of disease	With water and soap	No	Yes	No	No	No	No	No	No	Yes	Yes	0	Supply of pesticide and multi vitamins treatments for farm animals	Bulo Gaduud 	0.0	0.0	Male	49	4	17.5
